label,id,name,source_document,purpose,description,characteristics
ProcessOutcome,MLE.3.OUT.1,null,ASPICE_PAM_4.1,null,An ML training and validation approach is specified.,null
ProcessOutcome,MLE.3.OUT.2,null,ASPICE_PAM_4.1,null,The data set for ML training and ML validation is created.,null
ProcessOutcome,MLE.3.OUT.3,null,ASPICE_PAM_4.1,null,"The ML model, including the hyperparameter values, is optimized to meet the defined ML requirements.",null
ProcessOutcome,MLE.3.OUT.4,null,ASPICE_PAM_4.1,null,Consistency and bidirectional traceability are established between the ML training and validation data set and the ML data requirements.,null
ProcessOutcome,MLE.3.OUT.5,null,ASPICE_PAM_4.1,null,"The results of the optimization are summarized, and the trained ML model is agreed and communicated to all affected parties.",null
ProcessOutcome,MLE.4.OUT.1,null,ASPICE_PAM_4.1,null,An ML test approach is defined.,null
ProcessOutcome,MLE.4.OUT.2,null,ASPICE_PAM_4.1,null,An ML test data set is created.,null
ProcessOutcome,MLE.4.OUT.3,null,ASPICE_PAM_4.1,null,The trained ML model is tested.,null
ProcessOutcome,MLE.4.OUT.4,null,ASPICE_PAM_4.1,null,The deployed ML model is derived from the trained ML model and tested.,null
ProcessOutcome,MLE.4.OUT.5,null,ASPICE_PAM_4.1,null,"Consistency and bidirectional traceability are established between the ML test approach and the ML requirements, and the ML test data set and the ML data requirements; and bidirectional traceability is established between the ML test approach and the ML test results.",null
ProcessOutcome,MLE.4.OUT.6,null,ASPICE_PAM_4.1,null,Results of the ML model testing are summarized and communicated with the deployed ML model to all affected parties.,null
ProcessOutcome,HWE.1.OUT.1,null,ASPICE_PAM_4.1,null,The hardware requirements are specified.,null
ProcessOutcome,HWE.1.OUT.2,null,ASPICE_PAM_4.1,null,The hardware requirements are structured and prioritized.,null
ProcessOutcome,HWE.1.OUT.3,null,ASPICE_PAM_4.1,null,The hardware requirements are analyzed for correctness and technical feasibility.,null
ProcessOutcome,HWE.1.OUT.4,null,ASPICE_PAM_4.1,null,The impact of the hardware requirements on the operating environment is analyzed.,null
ProcessOutcome,HWE.1.OUT.5,null,ASPICE_PAM_4.1,null,Consistency and bidirectional traceability are established between the hardware requirements and the system requirements.,null
ProcessOutcome,HWE.1.OUT.6,null,ASPICE_PAM_4.1,null,Consistency and bidirectional traceability are established between the hardware requirements and the system architectural design.,null
ProcessOutcome,HWE.1.OUT.7,null,ASPICE_PAM_4.1,null,The hardware requirements are agreed and communicated to all affected parties.,null
ProcessOutcome,HWE.2.OUT.1,null,ASPICE_PAM_4.1,null,"A hardware architecture and hardware detailed design is developed that identifies the elements of the hardware and describes their behavior as well as their interfaces, and the dynamic interactions of the hardware elements.",null
ProcessOutcome,HWE.2.OUT.2,null,ASPICE_PAM_4.1,null,"The hardware architecture and the hardware detailed design is analyzed, and the special characteristics are identified.",null
ProcessOutcome,HWE.2.OUT.3,null,ASPICE_PAM_4.1,null,Consistency and bidirectional traceability are established between the hardware requirements and the hardware design.,null
ProcessOutcome,HWE.2.OUT.4,null,ASPICE_PAM_4.1,null,Hardware production data are derived from the hardware detailed design and communicated to all affected parties.,null
ProcessOutcome,HWE.2.OUT.5,null,ASPICE_PAM_4.1,null,The hardware architecture and hardware detailed design and the special characteristics are agreed and communicated to all affected parties.,null
ProcessOutcome,HWE.3.OUT.1,null,ASPICE_PAM_4.1,null,"Verification measures are specified for the verification of the hardware against the hardware design, including the interfaces between the hardware elements and the dynamic aspects.",null
ProcessOutcome,HWE.3.OUT.2,null,ASPICE_PAM_4.1,null,"Verification measures are selected according to the release scope considering criteria, including criteria for regression verification.",null
ProcessOutcome,HWE.3.OUT.3,null,ASPICE_PAM_4.1,null,"The verification is performed on production data compliant samples using the selected verification measures, and the verification results are recorded.",null
ProcessOutcome,HWE.3.OUT.4,null,ASPICE_PAM_4.1,null,Consistency and bidirectional traceability are established between the hardware elements and the verification measures.,null
ProcessOutcome,HWE.3.OUT.5,null,ASPICE_PAM_4.1,null,Bidirectional traceability is established between the verification measures and the verification results.,null
ProcessOutcome,HWE.3.OUT.6,null,ASPICE_PAM_4.1,null,The verification results are summarized and communicated to all affected parties.,null
ProcessOutcome,HWE.4.OUT.1,null,ASPICE_PAM_4.1,null,Verification measures are specified for the verification of the hardware against the hardware requirements.,null
ProcessOutcome,HWE.4.OUT.2,null,ASPICE_PAM_4.1,null,"Verification measures are selected according to the release scope considering criteria, including the criteria for the regression verification.",null
ProcessOutcome,HWE.4.OUT.3,null,ASPICE_PAM_4.1,null,"The verification is performed, if applicable on production data compliant samples, using the selected verification measures, and the verification results are recorded.",null
ProcessOutcome,HWE.4.OUT.4,null,ASPICE_PAM_4.1,null,Consistency and bidirectional traceability are established between the verification measures and the hardware requirements.,null
ProcessOutcome,HWE.4.OUT.5,null,ASPICE_PAM_4.1,null,Bidirectional traceability is established between the verification measures and the verification results.,null
ProcessOutcome,HWE.4.OUT.6,null,ASPICE_PAM_4.1,null,The verification results are summarized and communicated to all affected parties.,null
ProcessOutcome,SUP.1.OUT.1,null,ASPICE_PAM_4.1,null,Quality assurance is performed independently and objectively without conflicts of interest.,null
ProcessOutcome,SUP.1.OUT.2,null,ASPICE_PAM_4.1,null,Criteria for the quality of work products and process performance are defined.,null
ProcessOutcome,SUP.1.OUT.3,null,ASPICE_PAM_4.1,null,"Conformance of work products and process performance with the defined criteria and targets is verified, documented and communicated to all affected parties.",null
ProcessOutcome,SUP.1.OUT.4,null,ASPICE_PAM_4.1,null,"The non-conformances are tracked, resolved, and further prevented.",null
ProcessOutcome,SUP.1.OUT.5,null,ASPICE_PAM_4.1,null,The non-conformances are escalated to appropriate levels of management.,null
ProcessOutcome,SUP.1.OUT.6,null,ASPICE_PAM_4.1,null,Management ensures that the escalated non-conformances are resolved.,null
ProcessOutcome,SUP.8.OUT.1,null,ASPICE_PAM_4.1,null,Selection criteria for configuration items are defined and applied.,null
ProcessOutcome,SUP.8.OUT.2,null,ASPICE_PAM_4.1,null,The configuration item properties are defined.,null
ProcessOutcome,SUP.8.OUT.3,null,ASPICE_PAM_4.1,null,Configuration management is established.,null
ProcessOutcome,SUP.8.OUT.4,null,ASPICE_PAM_4.1,null,The modifications are controlled.,null
ProcessOutcome,SUP.8.OUT.5,null,ASPICE_PAM_4.1,null,Baselining is applied.,null
ProcessOutcome,SUP.8.OUT.6,null,ASPICE_PAM_4.1,null,The status of the configuration items is recorded and reported.,null
ProcessOutcome,SUP.8.OUT.7,null,ASPICE_PAM_4.1,null,The completeness and consistency of the baselines is ensured.,null
ProcessOutcome,SUP.8.OUT.8,null,ASPICE_PAM_4.1,null,The availability of backup and recovery mechanisms is verified.,null
ProcessOutcome,SUP.9.OUT.1,null,ASPICE_PAM_4.1,null,"The problems are uniquely identified, recorded and classified.",null
ProcessOutcome,SUP.9.OUT.2,null,ASPICE_PAM_4.1,null,The problems are analyzed and assessed to determine an appropriate solution.,null
ProcessOutcome,SUP.9.OUT.3,null,ASPICE_PAM_4.1,null,Problem resolution is initiated.,null
ProcessOutcome,SUP.9.OUT.4,null,ASPICE_PAM_4.1,null,The problems are tracked to closure.,null
ProcessOutcome,SUP.9.OUT.5,null,ASPICE_PAM_4.1,null,The status of the problems including the trends identified are reported to the stakeholders.,null
ProcessOutcome,SUP.10.OUT.1,null,ASPICE_PAM_4.1,null,The requests for changes are recorded and identified.,null
ProcessOutcome,SUP.10.OUT.2,null,ASPICE_PAM_4.1,null,"The change requests are analyzed, dependencies and relationships to other change requests are identified, and the impact is estimated.",null
ProcessOutcome,SUP.10.OUT.3,null,ASPICE_PAM_4.1,null,The change requests are approved before implementation and prioritized accordingly.,null
ProcessOutcome,SUP.10.OUT.4,null,ASPICE_PAM_4.1,null,Bidirectional traceability is established between the change requests and the affected work products.,null
ProcessOutcome,SUP.10.OUT.5,null,ASPICE_PAM_4.1,null,The implementation of change requests is confirmed.,null
ProcessOutcome,SUP.10.OUT.6,null,ASPICE_PAM_4.1,null,The change requests are tracked to closure and the status of the change requests is communicated to all affected parties.,null
ProcessOutcome,SUP.11.OUT.1,null,ASPICE_PAM_4.1,null,An ML data management system including an ML data lifecycle is established.,null
ProcessOutcome,SUP.11.OUT.2,null,ASPICE_PAM_4.1,null,An ML data quality approach is developed including ML data quality criteria.,null
ProcessOutcome,SUP.11.OUT.3,null,ASPICE_PAM_4.1,null,The collected ML data are processed for consistency with the ML data requirements.,null
ProcessOutcome,SUP.11.OUT.4,null,ASPICE_PAM_4.1,null,The ML data are verified against the defined ML data quality criteria and updated as needed.,null
ProcessOutcome,SUP.11.OUT.5,null,ASPICE_PAM_4.1,null,The ML data are agreed and communicated to all affected parties.,null
ProcessOutcome,MAN.3.OUT.1,null,ASPICE_PAM_4.1,null,The scope of the work for the project is defined.,null
ProcessOutcome,MAN.3.OUT.2,null,ASPICE_PAM_4.1,null,The feasibility of achieving the goals of the project with available resources and constraints is evaluated.,null
ProcessOutcome,MAN.3.OUT.3,null,ASPICE_PAM_4.1,null,The activities and resources necessary to complete the work are sized and estimated.,null
ProcessOutcome,MAN.3.OUT.4,null,ASPICE_PAM_4.1,null,"Interfaces within the project, and with other projects and organizational units, are identified and monitored.",null
ProcessOutcome,MAN.3.OUT.5,null,ASPICE_PAM_4.1,null,"Plans for the execution of the project are developed, implemented and maintained.",null
ProcessOutcome,MAN.3.OUT.6,null,ASPICE_PAM_4.1,null,Progress of the project is monitored and reported.,null
ProcessOutcome,MAN.3.OUT.7,null,ASPICE_PAM_4.1,null,Adjustment is performed when project goals are not achieved.,null
ProcessOutcome,MAN.5.OUT.1,null,ASPICE_PAM_4.1,null,The sources of risks are identified and regularly updated.,null
ProcessOutcome,MAN.5.OUT.2,null,ASPICE_PAM_4.1,null,Potential undesirable events are identified as they develop during the conduct of the project.,null
ProcessOutcome,MAN.5.OUT.3,null,ASPICE_PAM_4.1,null,The risks are analyzed and the priority in which to apply resources to treatment of these risks is determined.,null
ProcessOutcome,MAN.5.OUT.4,null,ASPICE_PAM_4.1,null,"The risk measures are defined, applied, and assessed to determine changes in the statuses of the risks and the progress of the risk treatment activities.",null
ProcessOutcome,MAN.5.OUT.5,null,ASPICE_PAM_4.1,null,"Appropriate treatment is taken to correct or avoid the impact of risk based on its priority, probability, and consequence or other defined risk threshold.",null
ProcessOutcome,MAN.6.OUT.1,null,ASPICE_PAM_4.1,null,The measurement information needs that are necessary to evaluate the achievement of process objectives and the achievement of desired work products are identified.,null
ProcessOutcome,MAN.6.OUT.2,null,ASPICE_PAM_4.1,null,"An appropriate set of metrics, driven by the information needs, are identified and/or developed.",null
ProcessOutcome,MAN.6.OUT.3,null,ASPICE_PAM_4.1,null,Measurement activities are identified and performed.,null
ProcessOutcome,MAN.6.OUT.4,null,ASPICE_PAM_4.1,null,"The required metrics are collected, stored, analyzed, and the results interpreted.",null
ProcessOutcome,MAN.6.OUT.5,null,ASPICE_PAM_4.1,null,Metrics are used to support decisions and provide an objective basis for communication.,null
ProcessOutcome,PIM.3.OUT.1,null,ASPICE_PAM_4.1,null,A commitment is established to provide resources to sustain improvement measures.,null
ProcessOutcome,PIM.3.OUT.2,null,ASPICE_PAM_4.1,null,Issues arising from the organization's internal or external environment are identified as improvement opportunities and justified as reasons for change.,null
ProcessOutcome,PIM.3.OUT.3,null,ASPICE_PAM_4.1,null,An analysis of the current status of the existing processes is performed.,null
ProcessOutcome,PIM.3.OUT.4,null,ASPICE_PAM_4.1,null,"Improvement goals are identified and prioritized, and consequent changes to the processes are defined, documented and implemented.",null
ProcessOutcome,PIM.3.OUT.5,null,ASPICE_PAM_4.1,null,"The effects of process implementations are monitored, measured and confirmed in relation to the identified improvement goals.",null
ProcessOutcome,PIM.3.OUT.6,null,ASPICE_PAM_4.1,null,The knowledge gained from the improvement is communicated within the organization.,null
ProcessOutcome,REU.2.OUT.1,null,ASPICE_PAM_4.1,null,Products for reuse are selected using defined criteria.,null
ProcessOutcome,REU.2.OUT.2,null,ASPICE_PAM_4.1,null,The products for reuse are analyzed for portability and interoperability.,null
ProcessOutcome,REU.2.OUT.3,null,ASPICE_PAM_4.1,null,The limitations for reuse are defined and communicated.,null
ProcessOutcome,REU.2.OUT.4,null,ASPICE_PAM_4.1,null,The products for reuse are verified.,null
ProcessOutcome,REU.2.OUT.5,null,ASPICE_PAM_4.1,null,The products for reuse are provided to affected parties.,null
ProcessOutcome,REU.2.OUT.6,null,ASPICE_PAM_4.1,null,A communication mechanism is established with the reuse product provider.,null
BasePractice,ACQ.4.BP1,null,ASPICE_PAM_4.1,null,"Agree on and maintain joint activities, joint interfaces, and information to be exchanged. Establish and maintain an agreement on information to be exchanged, on joint activities, joint interfaces, responsibilities, type and frequency of joint activities, communications, meetings, status reports, and reviews.",null
BasePractice,ACQ.4.BP2,null,ASPICE_PAM_4.1,null,Exchange all agreed information. Use the defined joint interfaces between customer and supplier for the exchange of all agreed information.,null
BasePractice,ACQ.4.BP3,null,ASPICE_PAM_4.1,null,"Review development work products with the supplier. Review development work products with the supplier on the agreed regular basis, covering technical aspects, problems and risks. Track the open measures.",null
BasePractice,ACQ.4.BP4,null,ASPICE_PAM_4.1,null,"Review progress of the supplier. Review progress of the supplier regarding schedule, quality, and cost on the agreed regular basis. Track the open measures to closure and perform the risk mitigation activities.",null
BasePractice,ACQ.4.BP5,null,ASPICE_PAM_4.1,null,Act to correct the deviations. Take action when agreed objectives are not achieved. Negotiate the changes to the objectives and document them in the agreements.,null
BasePractice,SPL.2.BP1,null,ASPICE_PAM_4.1,null,"Define and agree the functional content of the releases. Define and agree the functionality to be included with the intended customer, and define the release criteria for each release.",null
BasePractice,SPL.2.BP2,null,ASPICE_PAM_4.1,null,Define the release package. Define the release as well as supporting tools and information.,null
BasePractice,SPL.2.BP3,null,ASPICE_PAM_4.1,null,Ensure a unique identification of each release. Ensure a unique identification of the releases based upon the intended purpose and expectations of the releases.,null
BasePractice,SPL.2.BP4,null,ASPICE_PAM_4.1,null,Build the release from items under configuration control. Build the release from items under configuration control to ensure integrity.,null
BasePractice,SPL.2.BP5,null,ASPICE_PAM_4.1,null,Ensure the release approval before the delivery. The criteria for the release are satisfied before the delivery takes place.,null
BasePractice,SPL.2.BP6,null,ASPICE_PAM_4.1,null,Provide a release note. Each release is accompanied by information detailing the key characteristics of the release.,null
BasePractice,SPL.2.BP7,null,ASPICE_PAM_4.1,null,"Communicate the type, service level and duration of support for each release. Identify and communicate the type, service level and duration of support for a release.",null
BasePractice,SPL.2.BP8,null,ASPICE_PAM_4.1,null,Deliver the release package to the intended customer. Deliver the release package to the intended customer as per the agreement.,null
BasePractice,SYS.1.BP1,null,ASPICE_PAM_4.1,null,"Identify stakeholders and obtain their expectations and requests. Identify relevant stakeholders. Obtain and define the stakeholder expectations and requests through direct solicitation of stakeholder input, and through review of stakeholder business proposals (where relevant) and other documents containing inputs to the stakeholder requirements, and consideration of the target operating and hardware environment.",null
BasePractice,SYS.1.BP2,null,ASPICE_PAM_4.1,null,Agree on the requirements. Formalize the stakeholder's expectations and requests into requirements. Reach a common understanding and agree on the set of stakeholder requirements among the affected parties.,null
BasePractice,SYS.1.BP3,null,ASPICE_PAM_4.1,null,"Analyze the stakeholder requirements changes. Analyze all changes made to the agreed stakeholder requirements. Assess the impact and risks, and initiate appropriate change control and mitigation actions.",null
BasePractice,SYS.1.BP4,null,ASPICE_PAM_4.1,null,Communicate the requirements' status. Ensure all affected parties can be aware of the status and disposition of the requirements concerning them including the changes and can communicate necessary information and data.,null
BasePractice,SYS.2.BP1,null,ASPICE_PAM_4.1,null,Specify the system requirements. Use the stakeholder requirements to identify and document the functional and non-functional requirements for the system according to the defined characteristics for requirements.,null
BasePractice,SYS.2.BP2,null,ASPICE_PAM_4.1,null,Structure the system requirements. Structure and prioritize the system requirements.,null
BasePractice,SYS.2.BP3,null,ASPICE_PAM_4.1,null,"Analyze the system requirements. Analyze the specified system requirements including their interdependencies to ensure correctness, technical feasibility, and to support project management regarding project estimates.",null
BasePractice,SYS.2.BP4,null,ASPICE_PAM_4.1,null,Analyze the impact on the system context. Analyze the impact that the system requirements will have on the elements in the relevant system context.,null
BasePractice,SYS.2.BP5,null,ASPICE_PAM_4.1,null,Ensure consistency and establish bidirectional traceability. Ensure consistency and establish bidirectional traceability between the system requirements and the stakeholder requirements.,null
BasePractice,SYS.2.BP6,null,ASPICE_PAM_4.1,null,"Communicate the agreed system requirements and the impact on the system context. Communicate the agreed system requirements, and the results of the impact analysis on the system context, to all affected parties.",null
BasePractice,SYS.3.BP1,null,ASPICE_PAM_4.1,null,"Specify the static aspects of the system architecture. Specify and document the static aspects of the system architecture with respect to the functional and non-functional system requirements, including the external interfaces and a defined set of system elements with their interfaces and relationships.",null
BasePractice,SYS.3.BP2,null,ASPICE_PAM_4.1,null,Specify the dynamic aspects of the system architecture. Specify and document the dynamic aspects of the system architecture with respect to the functional and non-functional system requirements including the behavior of the system elements and their interaction in different system modes.,null
BasePractice,SYS.3.BP3,null,ASPICE_PAM_4.1,null,"Analyze the system architecture. Analyze the system architecture regarding relevant technical design aspects related to the product lifecycle, and to support the project management regarding project estimates, and derive the special characteristics for non-software system elements. Document the rationales for the system architectural design decisions.",null
BasePractice,SYS.3.BP4,null,ASPICE_PAM_4.1,null,Ensure consistency and establish bidirectional traceability. Ensure consistency and establish bidirectional traceability between the elements of the system architecture and the system requirements that represent properties or characteristics of the physical end product.,null
BasePractice,SYS.3.BP5,null,ASPICE_PAM_4.1,null,"Communicate the agreed system architecture. Communicate the agreed system architecture, including the special characteristics, to all affected parties.",null
BasePractice,SYS.4.BP1,null,ASPICE_PAM_4.1,null,"Specify verification measures for the system integration. Specify verification measures, based on a defined sequence and preconditions for the integration of system elements against the static and dynamic aspects of the system architecture, including techniques for the verification measures, pass/fail criteria for the verification measures, a definition of entry and exit criteria for the verification measures, necessary sequence of the verification measures, and the required verification infrastructure and environment setup.",null
BasePractice,SYS.4.BP2,null,ASPICE_PAM_4.1,null,Select verification measures. Document the selection of verification measures for each integration step considering selection criteria including criteria for the regression verification. The documented selection of verification measures shall have sufficient coverage according to the release scope.,null
BasePractice,SYS.4.BP3,null,ASPICE_PAM_4.1,null,"Integrate the system elements and perform the integration verification. Integrate the system elements until the system is fully integrated according to the specified interfaces and interactions between the system elements, and according to the defined sequence and the defined preconditions. Perform the selected system integration verification measures. Record the verification measure data including pass/fail status and the corresponding verification measure data.",null
BasePractice,SYS.4.BP4,null,ASPICE_PAM_4.1,null,Ensure consistency and establish bidirectional traceability. Ensure consistency and establish bidirectional traceability between the verification measures and the system architecture. Establish bidirectional traceability between the verification results and the verification measures.,null
BasePractice,SYS.4.BP5,null,ASPICE_PAM_4.1,null,Summarize and communicate the results. Summarize the system integration and integration verification results and communicate them to all affected parties.,null
BasePractice,SYS.5.BP1,null,ASPICE_PAM_4.1,null,"Specify verification measures for the system verification. Specify the verification measures for the system verification suitable to provide evidence for compliance with the functional and non-functional system requirements, including techniques for the verification measures, pass/fail criteria for the verification measures, a definition of entry and exit criteria for the verification measures, necessary sequence of the verification measures, and the required verification infrastructure and environment setup.",null
BasePractice,SYS.5.BP2,null,ASPICE_PAM_4.1,null,Select verification measures. Document the selection of verification measures considering the selection criteria including criteria for the regression verification. The documented selection of verification measures shall have sufficient coverage according to the release scope.,null
BasePractice,SYS.5.BP3,null,ASPICE_PAM_4.1,null,Perform the verification of the integrated system. Perform the verification of the integrated system using the selected verification measures. Record the verification results including pass/fail status and the corresponding verification measure data.,null
BasePractice,SYS.5.BP4,null,ASPICE_PAM_4.1,null,Ensure consistency and establish bidirectional traceability. Ensure consistency and establish bidirectional traceability between the verification measures and the system requirements. Establish bidirectional traceability between the verification results and the verification measures.,null
BasePractice,SYS.5.BP5,null,ASPICE_PAM_4.1,null,Summarize and communicate the results. Summarize the system verification results and communicate them to all affected parties.,null
BasePractice,SWE.1.BP1,null,ASPICE_PAM_4.1,null,Specify the software requirements. Use the system requirements and the system architecture to identify and document the functional and non-functional requirements for the software according to the defined characteristics for requirements.,null
BasePractice,SWE.1.BP2,null,ASPICE_PAM_4.1,null,Structure the software requirements. Structure and prioritize the software requirements.,null
BasePractice,SWE.1.BP3,null,ASPICE_PAM_4.1,null,"Analyze the software requirements. Analyze the specified software requirements including their interdependencies to ensure correctness, technical feasibility, and to support project management regarding project estimates.",null
BasePractice,SWE.1.BP4,null,ASPICE_PAM_4.1,null,Analyze the impact on the operating environment. Analyze the impact that the software requirements will have on the elements in the operating environment.,null
BasePractice,SWE.1.BP5,null,ASPICE_PAM_4.1,null,Ensure consistency and establish bidirectional traceability. Ensure consistency and establish bidirectional traceability between the software requirements and the system architecture. Ensure consistency and establish bidirectional traceability between the software requirements and the system requirements.,null
BasePractice,SWE.1.BP6,null,ASPICE_PAM_4.1,null,"Communicate the agreed software requirements and the impact on the operating environment. Communicate the agreed software requirements, and the results of the analysis of impact on the operating environment, to all affected parties.",null
BasePractice,SWE.2.BP1,null,ASPICE_PAM_4.1,null,"Specify the static aspects of the software architecture. Specify and document the static aspects of the software architecture with respect to the functional and non-functional software requirements, including the external interfaces and a defined set of software components with their interfaces and relationships.",null
BasePractice,SWE.2.BP2,null,ASPICE_PAM_4.1,null,"Specify the dynamic aspects of the software architecture. Specify and document the dynamic aspects of the software architecture with respect to the functional and non-functional software requirements, including the behavior of the software components and their interaction in different software modes, and concurrency aspects.",null
BasePractice,SWE.2.BP3,null,ASPICE_PAM_4.1,null,"Analyze the software architecture. Analyze the software architecture regarding relevant technical design aspects, and to support the project management regarding project estimates. Document the rationales for the software architectural design decisions.",null
BasePractice,SWE.2.BP4,null,ASPICE_PAM_4.1,null,Ensure consistency and establish bidirectional traceability. Ensure consistency and establish bidirectional traceability between the software architecture and the software requirements.,null
BasePractice,SWE.2.BP5,null,ASPICE_PAM_4.1,null,Communicate the agreed software architecture. Communicate the agreed software architecture to all affected parties.,null
BasePractice,SWE.3.BP1,null,ASPICE_PAM_4.1,null,"Specify the static aspects of the detailed design. For each software component specify the behavior of its software units, their static structure and relationships, their interfaces including valid data value ranges for the inputs and outputs (from the application domain perspective), and physical or measurement units applicable to the inputs and outputs (from the application domain perspective).",null
BasePractice,SWE.3.BP2,null,ASPICE_PAM_4.1,null,"Specify the dynamic aspects of the detailed design. Specify and document the dynamic aspects of the detailed design with respect to the software architecture, including the interactions between relevant software units to fulfill the component's dynamic behavior.",null
BasePractice,SWE.3.BP3,null,ASPICE_PAM_4.1,null,"Develop the software units. Develop and document the software units consistent with the detailed design, and according to the coding principles.",null
BasePractice,SWE.3.BP4,null,ASPICE_PAM_4.1,null,Ensure consistency and establish bidirectional traceability. Ensure consistency and establish bidirectional traceability between the software detailed design and the software architecture. Ensure consistency and establish bidirectional traceability between the developed software units and the software detailed design. Ensure consistency and establish traceability between the software detailed design and the software requirements.,null
BasePractice,SWE.3.BP5,null,ASPICE_PAM_4.1,null,Communicate the agreed software detailed design and the developed software units. Communicate the agreed software detailed design and the developed software units to all affected parties.,null
BasePractice,SWE.4.BP1,null,ASPICE_PAM_4.1,null,"Specify software unit verification measures. Specify verification measures for each software unit defined in the software detailed design, including pass/fail criteria for verification measures, entry and exit criteria for verification measures, and the required verification infrastructure.",null
BasePractice,SWE.4.BP2,null,ASPICE_PAM_4.1,null,Select software unit verification measures. Document the selection of verification measures considering selection criteria including criteria for the regression verification. The documented selection of verification measures shall have sufficient coverage according to the release scope.,null
BasePractice,SWE.4.BP3,null,ASPICE_PAM_4.1,null,Verify the software units. Perform the software unit verification using the selected verification measures. Record the verification results including pass/fail status and corresponding verification measure data.,null
BasePractice,SWE.4.BP4,null,ASPICE_PAM_4.1,null,Ensure consistency and establish bidirectional traceability. Ensure consistency and establish bidirectional traceability between the verification measures and the software units defined in the detailed design. Establish bidirectional traceability between the verification results and the verification measures.,null
BasePractice,SWE.4.BP5,null,ASPICE_PAM_4.1,null,Summarize and communicate the results. Summarize the results of software unit verification and communicate them to all affected parties.,null
BasePractice,SWE.5.BP1,null,ASPICE_PAM_4.1,null,"Specify software integration verification measures. Specify verification measures, based on a defined sequence and preconditions for the integration of software elements, against the defined static and dynamic aspects of the software architecture, including techniques for the verification measures, pass/fail criteria for verification measures, entry and exit criteria for verification measures, necessary sequence of the verification measures, and the required verification infrastructure and environment setup.",null
BasePractice,SWE.5.BP2,null,ASPICE_PAM_4.1,null,"Specify verification measures for verifying the software component behavior. Specify verification measures for the software component verification against the defined software components' behavior and their interfaces in the software architecture, including techniques for the verification measures, entry and exit criteria for verification measures, pass/fail criteria for verification measures, and the required verification infrastructure and environment setup.",null
BasePractice,SWE.5.BP3,null,ASPICE_PAM_4.1,null,Select verification measures. Document the selection of integration verification measures for each integration step considering selection criteria including criteria for the regression verification. The documented selection of verification measures shall have sufficient coverage according to the release scope.,null
BasePractice,SWE.5.BP4,null,ASPICE_PAM_4.1,null,"Integrate the software elements and perform the integration verification. Integrate the software elements until the software is fully integrated according to the specified interfaces and interactions between the software elements, and according to the defined sequence and the defined preconditions. Perform the selected integration verification measures. Record the verification measure data including pass/fail status and the corresponding verification measure data.",null
BasePractice,SWE.5.BP5,null,ASPICE_PAM_4.1,null,Perform the software component verification. Perform the selected verification measures for verifying the software component behavior. Record the verification results including pass/fail status and the corresponding verification measure data.,null
BasePractice,SWE.5.BP6,null,ASPICE_PAM_4.1,null,Ensure consistency and establish bidirectional traceability. Ensure consistency and establish bidirectional traceability between the verification measures and the static and dynamic aspects of the software architecture as well as the detailed design. Establish bidirectional traceability between the verification results and the verification measures.,null
BasePractice,SWE.5.BP7,null,ASPICE_PAM_4.1,null,Summarize and communicate the results. Summarize the software component verification and the software integration verification results and communicate them to all affected parties.,null
BasePractice,SWE.6.BP1,null,ASPICE_PAM_4.1,null,"Specify verification measures for the software verification. Specify the verification measures for the software verification suitable to provide evidence for compliance of the integrated software with the functional and non-functional software requirements, including techniques for the verification measures, pass/fail criteria for the verification measures, a definition of entry and exit criteria for the verification measures, necessary sequence of the verification measures, and the required verification infrastructure and environment setup.",null
BasePractice,SWE.6.BP2,null,ASPICE_PAM_4.1,null,Select verification measures. Document the selection of verification measures considering the selection criteria including criteria for the regression verification. The documented selection of verification measures shall have sufficient coverage according to the release scope.,null
BasePractice,SWE.6.BP3,null,ASPICE_PAM_4.1,null,Verify the integrated software. Perform the verification of the integrated software using the selected verification measures. Record the verification results including pass/fail status and the corresponding verification measure data.,null
BasePractice,SWE.6.BP4,null,ASPICE_PAM_4.1,null,Ensure consistency and establish bidirectional traceability. Ensure consistency and establish bidirectional traceability between the verification measures and the software requirements. Establish bidirectional traceability between the verification results and the verification measures.,null
BasePractice,SWE.6.BP5,null,ASPICE_PAM_4.1,null,Summarize and communicate the results. Summarize the software verification results and communicate them to all affected parties.,null
BasePractice,VAL.1.BP1,null,ASPICE_PAM_4.1,null,"Specify validation measures for the product validation. Specify the validation measures for the end product based on the stakeholder requirements to provide evidence that it fulfills its intended use expectations in its operational target environment, and this may include techniques for the validation measures, pass/fail criteria for the validation measures, if applicable, a definition of entry criteria for the validation measures, if applicable, necessary sequence of the validation measures, and the required validation infrastructure and environment setup.",null
BasePractice,VAL.1.BP2,null,ASPICE_PAM_4.1,null,Select validation measures. Document the selection of validation measures considering the selection criteria including criteria for regression validation. The documented selection of validation measures shall have sufficient coverage according to the release scope.,null
BasePractice,VAL.1.BP3,null,ASPICE_PAM_4.1,null,Perform the validation and evaluate the results. Perform the validation of the integrated end product using the selected validation measures. Record the validation results including pass/fail status. Evaluate the validation results.,null
BasePractice,VAL.1.BP4,null,ASPICE_PAM_4.1,null,"Ensure consistency and establish bidirectional traceability. Ensure consistency and establish bidirectional traceability, if applicable, from validation measures to the stakeholder requirements from which they are derived. Establish bidirectional traceability between the validation results and the validation measures.",null
